service_name,timestamp,status,total_requests,success_count,error_count,success_rate,duration_seconds,throughput_rps,latency_min_ms,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,latency_slo_target_ms,latency_slo_met,throughput_slo_target_rps,throughput_slo_met
search-api,2025-09-25T09:11:37.349843+00:00,ok,6,6,0,1.0,0.5138715675158586,11.676069234585222,144.92933512136943,171.2905225052862,175.39324454268433,191.0281020706563,194.11086086127716,194.8815505589324,400.0,True,8.0,True
